X,Y,Z,T,M
-184.274,-84.77221,-319.90158,3827.02,-1.8919804
-195.09492,-89.97978,70.90918,3827.02,-0.31288865
-63.95128,-29.54986,-276.05292,3827.02,-0.9534644
-257.4632,-119.03112,360.5056,3827.02,-1.8177176
-28.38454,-13.16206,41.40143,3827.02,1.8844086
-47.7075,-22.13953,9.98183,3827.02,1.9268844
-239.61638,-111.32904,-219.72726,3827.02,-1.390535
-111.0425,-51.66779,-102.9563,3827.02,-0.41059992
-62.17087,-28.95373,-92.56998,3827.02,-3.0174015
-97.19517,-45.32197,-127.58053,3827.02,-0.36924374
-26.93487,-12.5857,-62.54568,3827.02,1.5878359
-128.5346,-60.1146,85.30046,3827.02,0.115184695
-43.33009,-20.28745,74.26129,3827.02,1.5492321
-14.52548,-6.80339,19.4712,3827.02,4.3006682
-93.52151,-43.93416,55.09076,3827.02,0.87728935
-78.98948,-37.117,31.68921,3827.02,0.89107853
-88.07472,-41.41582,137.36575,3827.02,-1.5010678
-5.22973,-2.46472,-78.4655,3827.02,1.0807277
-82.48422,-38.91937,37.7706,3827.02,0.6580472
-26.07756,-12.36817,61.39713,3827.02,1.6924874
-125.2326,-59.47408,-21.22215,3827.02,-0.70455235
-43.45623,-20.66868,-67.61134,3827.02,0.39493522
-92.80155,-44.27336,-169.6919,3827.02,-1.1078473
-31.92154,-15.2628,5.21767,3827.02,3.392686
-12.69813,-6.08272,110.71545,3827.02,0.6815401
-194.65251,-93.34669,192.1661,3827.02,-1.0046195
-18.20419,-8.74704,95.54496,3827.02,0.9614998
-110.03526,-52.91127,85.45738,3827.02,0.1136126
-165.5506,-79.77262,-225.24312,3827.02,-0.8872078
-73.05197,-35.20376,-71.49452,3827.02,0.79070866
-461.38113,-222.3833,-781.73645,3827.02,-3.8530812
-59.88401,-28.90547,4.11138,3827.02,1.2319034
-325.70505,-158.27379,-326.8321,3827.02,-2.4812307
-186.01018,-90.47441,86.52787,3827.02,-0.6333257
-58.42051,-28.46622,83.37236,3827.02,0.89945567
-63.64372,-31.133,-87.53177,3827.02,1.1820648
-206.28777,-101.1676,-66.66031,3827.02,-1.3441186
-175.30582,-86.22476,-93.18721,3827.02,-0.4667901
-16.90791,-8.3581,27.83681,3827.02,3.8367047
-100.3324,-49.60069,20.39119,3827.02,1.1399444
-89.51576,-44.42865,-28.21732,3827.02,1.0981314
-70.85785,-35.18016,-38.78323,3827.02,1.0849793
-14.46131,-7.18595,-10.50421,3827.02,2.806255
-101.63775,-50.64085,-25.02184,3827.02,0.17249225
-34.60834,-17.29794,33.73863,3827.02,2.3279448
-53.47303,-26.73131,-84.38151,3827.02,1.3471323
-86.61655,-43.33572,77.05007,3827.02,0.4570568
-44.89391,-22.52889,70.24462,3827.02,0.9985428
-43.93796,-22.06394,-61.66217,3827.02,0.15559627
-67.26128,-33.80031,36.23195,3827.02,1.3604708
-94.6408,-47.67149,-77.70518,3827.02,-0.44307673
-27.17645,-13.69167,3.38679,3827.02,3.900081
-65.03173,-32.77795,58.0166,3827.02,0.6650214
-1467.5973,-741.1854,-3170.4739,3827.02,-6.3642097
-138.1091,-69.78162,-26.4757,3827.02,0.06069716
-13.27745,-6.71181,4.67851,3827.02,3.5349677
-165.52727,-83.81571,-59.78328,3827.02,-1.0394132
-34.28096,-17.36535,-46.20398,3827.02,2.0257666
-17.95173,-9.10176,23.4111,3827.02,-0.5979453
-79.29636,-40.2487,-107.19079,3827.02,-0.25937778
-72.55649,-37.22722,49.36886,3827.02,0.71387744
-39.82381,-20.60873,-30.76106,3827.02,0.51290864
-64.29768,-33.28544,20.48483,3827.02,-0.3323751
-96.52787,-49.98452,-96.80779,3827.02,-2.4052162
-105.78621,-54.8442,-109.08748,3827.02,-2.5715468
-93.35881,-48.45137,40.93304,3827.02,-0.3428314
-46.21735,-23.99512,38.72056,3827.02,2.3690133
-51.28577,-26.62865,106.38378,3827.02,0.5549002
-62.55177,-32.51814,-23.08914,3827.02,0.60844946
-85.91957,-44.77886,-53.88572,3827.02,0.9660327
-76.48765,-39.95415,-72.15532,3827.02,1.1745088
-109.03649,-57.00969,11.84146,3827.02,0.5397426
-38.15625,-19.96091,70.37949,3827.02,1.8675131
-31.08433,-16.35252,88.33005,3827.02,1.5000787
-150.96317,-79.55468,118.00216,3827.02,-0.6947648
-16.04322,-8.4716,-8.22593,3827.02,4.9335184
-45.31879,-23.95262,108.55415,3827.02,-0.81677496
-42.60152,-22.55863,-35.58312,3827.02,2.4522817
-217.12517,-115.18899,-262.64243,3827.02,-2.009776
-77.69767,-41.22147,-234.01678,3827.02,-1.2597001
-134.907,-71.57396,104.74167,3827.02,-1.5780312
-67.59573,-35.87589,-49.68535,3827.02,-0.48094723
-40.29189,-21.42732,-28.09594,3827.02,2.4645581
-59.35344,-31.58591,-88.61522,3827.02,0.02879846
-85.9926,-45.87069,21.01,3827.02,1.1065047
-282.02847,-151.7626,271.9729,3827.02,-1.6371152
-49.98317,-26.90548,31.01087,3827.02,1.8560474
-153.44151,-82.62763,-108.59281,3827.02,-1.8123552
-175.61232,-94.57316,64.54973,3827.02,-0.8974081
-35.79159,-19.34174,-29.19547,3827.02,2.0318904
-193.59808,-104.8075,-296.13998,3827.02,-1.9651536
-70.76195,-38.36094,109.69042,3827.02,0.031436697
-46.18986,-25.04545,-37.22213,3827.02,2.1258574
-48.81643,-26.58221,-30.26729,3827.02,2.0432854
-9.44241,-5.16342,3.57973,3827.02,2.4066043
-68.30583,-37.35888,-2.04287,3827.02,0.7028251
-129.76741,-71.05953,-359.88013,3827.02,-2.2103343
-29.35839,-16.10185,-4.7409,3827.02,3.5442567
-56.34851,-30.97876,-82.78146,3827.02,0.5577419
-70.0379,-38.63931,-86.64807,3827.02,-2.8080208
-29.87711,-16.50152,-265.1923,3827.02,-1.185642
-20.56121,-11.37805,5.88367,3827.02,4.2386985
-53.66701,-29.80191,38.40694,3827.02,2.0109684
-52.3117,-29.09585,-63.28288,3827.02,1.1197095
-73.14841,-40.68596,-115.76754,3827.02,0.3654902
-90.42315,-50.36241,1.89798,3827.02,0.8248856
-19.23326,-10.72156,-31.10438,3827.02,3.094819
-154.03207,-85.88231,91.77491,3827.02,-1.4721601
-146.63489,-82.50861,-71.49817,3827.02,-0.17006336
-4.20204,-2.36615,8.87898,3827.02,6.467518
-24.73707,-13.94558,-57.42363,3827.02,0.6770145
-138.9556,-78.60205,-77.85811,3827.02,0.17254198
-92.06028,-52.22921,-95.6399,3827.02,-1.94141
-81.99526,-46.63642,-43.93112,3827.02,0.113616936
-57.65546,-32.79326,-147.59291,3827.02,0.15494238
-118.90986,-67.72106,54.44581,3827.02,-0.08065113
-136.9176,-77.99016,41.18956,3827.02,-0.049158145
-78.93757,-44.97021,-90.22764,3827.02,-1.6667448
-56.93038,-32.63434,-79.23611,3827.02,0.8583313
-67.08705,-38.66313,-4.80321,3827.02,1.9112645
-45.02653,-25.99715,-24.25583,3827.02,1.9764869
-26.93488,-15.59652,-57.2789,3827.02,2.4191267
-38.18933,-22.17044,-218.8028,3827.02,-0.65360993
-26.72986,-15.56916,-70.36463,3827.02,1.5313865
-79.94545,-46.7049,47.96572,3827.02,1.139093
-162.72745,-95.20267,-159.44447,3827.02,-0.84272486
-75.26098,-44.04073,13.64718,3827.02,1.2511495
-1521.8478,-892.9875,562.05707,3827.02,-4.978031
-57.704,-33.87044,1.8042,3827.02,0.10175299
-82.86263,-48.67592,-98.1475,3827.02,-1.3493431
-56.88042,-33.45336,169.06644,3827.02,0.045757994
-100.31449,-59.20934,119.59037,3827.02,0.1671341
-101.73282,-60.15266,-61.33966,3827.02,-0.15180032
-225.57996,-133.58388,44.74816,3827.02,-0.9440608
-52.03611,-30.95708,74.6958,3827.02,1.2451667
-27.98557,-16.65436,-20.10091,3827.02,3.265697
-121.67355,-72.43826,-44.28649,3827.02,0.46329948
-77.62062,-46.38275,-135.14053,3827.02,-0.12562442
-108.90883,-65.08912,-111.94871,3827.02,-0.062062595
-13.99463,-8.3705,3.10702,3827.02,5.169425
-112.81223,-67.52551,17.41721,3827.02,0.63685673
-68.26692,-40.94761,-139.97775,3827.02,-5.424542
-61.29978,-36.79075,-29.49877,3827.02,1.8579926
-53.68896,-32.23707,5.36982,3827.02,2.2483509
-77.11081,-46.44411,-8.47964,3827.02,1.6087756
-35.06781,-21.15226,85.38352,3827.02,-1.2116804
-119.86827,-72.34485,-37.44074,3827.02,0.5442455
-104.40458,-63.12023,4.89483,3827.02,0.8464195
-19.647,-11.96142,-98.04286,3827.02,0.6747462
-64.32504,-39.33182,-106.36608,3827.02,0.6239768
-87.77833,-53.81509,-90.0713,3827.02,-1.3204131
-107.11668,-65.75816,-117.58467,3827.02,0.000880662
-23.65829,-14.55057,-13.9583,3827.02,0.7872553
-12.80444,-7.89959,-11.07957,3827.02,0.7025805
-46.09151,-28.44311,-8.88236,3827.02,1.7627418
-30.3277,-18.75662,129.40489,3827.02,0.7907814
-56.63861,-35.28208,-75.9666,3827.02,1.4059814
-22.11273,-13.77637,-30.9038,3827.02,3.4169984
-87.25345,-54.48448,98.83448,3827.02,-0.64140993
-45.04853,-28.2145,-105.26521,3827.02,1.0319792
-93.99322,-58.89857,129.68086,3827.02,-0.9005119
-6.34771,-3.9843,-27.68133,3827.02,3.7322598
-58.00738,-36.51851,115.61666,3827.02,0.8278647
-27.98168,-17.62955,149.76608,3827.02,-1.128762
-134.35327,-84.66003,-150.54353,3827.02,-0.510419
-141.68866,-89.34511,-281.8506,3827.02,-1.2385008
-141.49399,-89.28465,-30.50957,3827.02,0.29688662
-88.33204,-56.04877,-131.53926,3827.02,-0.16741517
-28.02624,-17.84023,-44.79756,3827.02,1.0079014
-27.97768,-17.89232,15.55079,3827.02,1.9984257
-134.15025,-86.15715,-46.62795,3827.02,-1.1720176
-21.43344,-13.79071,-68.97099,3827.02,1.7376945
-83.48147,-53.82709,62.78382,3827.02,0.7896478
-38.5477,-24.91885,1.09158,3827.02,3.1102893
-40.2425,-26.15065,127.90437,3827.02,-0.4974446
-67.25317,-43.78488,3.3768,3827.02,0.46584675
-113.21928,-73.81322,-61.20499,3827.02,0.49329948
-52.31316,-34.22208,-32.2114,3827.02,0.834498
-56.4169,-36.95183,-12.22457,3827.02,0.000276459
-162.43826,-106.72309,-97.38054,3827.02,-0.45621085
-396.0865,-260.3625,-644.45856,3827.02,-3.98545
-24.56329,-16.17844,37.36323,3827.02,1.1441964
-163.24948,-107.70867,-275.4684,3827.02,-1.5535414
-46.52007,-30.697,-0.82216,3827.02,2.1591122
-27.02717,-17.90397,7.46053,3827.02,2.9199448
-34.39343,-22.84188,-4.30155,3827.02,3.269184
-27.84156,-18.49662,29.59234,3827.02,2.98124
-124.47012,-82.85001,37.21152,3827.02,0.5112235
-45.56492,-30.35422,21.97977,3827.02,2.5258486
-85.39899,-56.90706,-91.87597,3827.02,-0.0853169
-64.03011,-42.72203,13.71259,3827.02,0.82435274
-207.06758,-138.20676,14.51127,3827.02,-0.5742781
-67.34202,-44.97641,-125.10995,3827.02,-0.8363874
-154.62318,-103.3367,-104.28709,3827.02,-0.5441358
-148.3328,-99.44591,-241.42941,3827.02,-0.98777884
-63.16598,-42.36656,-25.00767,3827.02,1.0128121
-12.35169,-8.30335,-14.88343,3827.02,4.6939254
-8.82091,-5.93145,3.699,3827.02,-0.30671284
-17.6393,-11.89951,-2.2362,3827.02,2.4184434
-72.90564,-49.19404,89.70586,3827.02,1.0045654
-15.42447,-10.42037,23.29043,3827.02,2.3778152
-42.86825,-29.0122,-6.00887,3827.02,2.8553748
-17.10326,-11.57828,21.45339,3827.02,1.8104035
-30.72801,-20.80567,30.85751,3827.02,2.9619489
-137.29578,-93.04622,-9.26175,3827.02,0.047982454
-25.07825,-17.003,11.10104,3827.02,3.7061079
-231.53831,-157.1251,-646.2469,3827.02,-3.5185583
-133.29968,-90.60092,-25.19446,3827.02,0.40730238
-127.99665,-87.08396,-707.9075,3827.02,-2.8206046
-91.83286,-62.56385,-37.36488,3827.02,0.87474513
-52.45872,-35.83615,79.32023,3827.02,1.1549755
-247.30057,-169.13068,81.75658,3827.02,-1.6207206
-39.12928,-26.84762,52.70704,3827.02,2.0660956
-45.85515,-31.51447,39.70181,3827.02,0.62622166
-26.81239,-18.42928,-4.3075,3827.02,3.8893623
-5.51043,-3.79546,-42.28206,3827.02,1.7323642
-70.31141,-48.61256,-28.95988,3827.02,1.0826988
-48.51009,-33.63136,83.87548,3827.02,1.4150231
-13.15312,-9.12624,-7.74475,3827.02,4.6198406
-45.74171,-31.76469,-13.23745,3827.02,0.7314645
-186.93271,-129.82433,-116.67115,3827.02,-0.68911624
-20.86925,-14.514,5.87074,3827.02,3.3276942
-44.889,-31.25639,-41.22288,3827.02,1.7517643
-61.43112,-42.77684,-77.67461,3827.02,-1.6146014
-68.87851,-48.02462,-3.32163,3827.02,0.5177348
-57.37763,-40.05805,0.46944,3827.02,1.9551611
-45.95714,-32.10648,16.40073,3827.02,1.0075188
-87.51347,-61.16118,85.8251,3827.02,0.6466143
-19.0374,-13.31302,-42.38365,3827.02,1.7988025
-75.20886,-52.60684,-10.85674,3827.02,1.5911363
-61.28531,-42.97006,43.96462,3827.02,1.7572623
-70.46166,-49.41197,-80.41806,3827.02,0.19453844
-164.73486,-115.69802,-302.83295,3827.02,-3.5033364
-48.93139,-34.43997,-46.55665,3827.02,-0.348776
-26.24519,-18.49837,-32.31933,3827.02,1.4871726
-154.12202,-110.17155,106.61897,3827.02,-0.18621084
-252.04987,-180.33183,-215.29218,3827.02,-2.3137705
-23.59407,-16.88961,-166.40811,3827.02,-1.0783914
-36.76879,-26.37697,-73.72556,3827.02,0.07478917
-400.2032,-287.16583,-553.23596,3827.02,-3.248331
-80.3659,-57.8752,-81.67351,3827.02,-1.1323127
-38.45667,-27.70993,-24.94227,3827.02,1.1357216
-26.18691,-18.8719,15.2842,3827.02,3.45579
-14.26854,-10.29577,0.38169,3827.02,5.022506
-543.28345,-392.03012,-729.0072,3827.02,-3.5683932
-126.28034,-91.19167,-190.79756,3827.02,-0.92736983
-52.85524,-38.18319,9.68281,3827.02,0.7649279
-80.40568,-58.11165,-20.56989,3827.02,1.1915858
-51.83548,-37.59528,-85.52164,3827.02,0.8463792
-94.30149,-68.52326,16.88917,3827.02,0.58453846
-324.93066,-236.14755,208.32765,3827.02,-1.8880386
-37.30807,-27.15314,4.70341,3827.02,1.7682438
-89.20839,-64.99564,15.67886,3827.02,0.9539622
-27.18999,-19.82176,-268.1675,3827.02,-0.7389914
-87.52226,-63.98668,-105.84137,3827.02,0.5277197
-71.03137,-51.93078,-18.17327,3827.02,1.7224758
-89.76441,-65.70424,-51.4156,3827.02,-0.10154921
-321.98645,-236.31854,-998.33923,3827.02,-4.597585
-7.25368,-5.32837,11.45876,3827.02,3.22257
-125.02458,-91.91849,-36.83456,3827.02,0.4763377
-120.89691,-89.03993,118.97574,3827.02,-0.13164748
-41.73213,-30.78539,-117.42857,3827.02,0.8176873
-55.24657,-40.80433,-34.77206,3827.02,2.0480459
-179.67017,-133.11552,-225.34404,3827.02,-2.9484472
-54.36506,-40.29415,-68.57146,3827.02,-0.5890132
-57.22061,-42.42823,-64.86039,3827.02,1.4109868
-66.59917,-49.48652,28.93751,3827.02,0.6807113
-86.41365,-64.42922,-90.04221,3827.02,0.6224
-7.55489,-5.63786,-84.94865,3827.02,-0.3490707
-92.66946,-69.27426,-257.7047,3827.02,-1.3849837
-32.33545,-24.19111,-42.01417,3827.02,2.0025864
-57.52921,-43.11847,-7.70892,3827.02,1.8841109
-20.89054,-15.67442,102.4311,3827.02,-0.8705443
-88.50404,-66.79802,-62.71282,3827.02,-0.5556517
-33.02265,-24.93039,-1.60974,3827.02,1.7245857
-185.03162,-139.7788,169.7022,3827.02,-1.0721037
-48.52971,-36.78095,72.17208,3827.02,0.7044798
-116.15768,-88.08503,-17.64229,3827.02,-0.41426444
-80.26343,-60.95939,-111.90539,3827.02,0.5108404
-13.95775,-10.6726,15.7079,3827.02,4.498365
-29.17639,-22.31064,-155.72723,3827.02,0.039400086
-72.1623,-55.28612,56.3449,3827.02,0.914058
-60.58704,-46.42367,1.10433,3827.02,1.5463564
-81.5148,-62.63011,-103.95625,3827.02,-0.3147195
-35.0913,-27.01171,-51.88406,3827.02,1.2106699
-261.12457,-201.7408,27.54846,3827.02,-1.5899653
-11.32829,-8.75326,28.3235,3827.02,3.592242
-192.36485,-148.86932,-210.29466,3827.02,-1.146198
-65.24228,-50.59826,-66.54851,3827.02,0.8625585
-25.21358,-19.57054,-77.8891,3827.02,1.2140822
-50.02503,-38.98356,110.85406,3827.02,0.7288088
-31.03386,-24.20947,23.06566,3827.02,0.27420273
-16.14462,-12.62256,16.18926,3827.02,0.9554268
-50.12932,-39.28447,32.0004,3827.02,1.7352884
-83.80892,-65.78282,154.43095,3827.02,-0.62636393
-37.44497,-29.39853,19.48608,3827.02,2.3534813
-88.13952,-69.24573,-135.76555,3827.02,-1.7882583
-85.19938,-67.26251,-64.49085,3827.02,0.56362593
-45.85139,-36.25603,43.98289,3827.02,2.0688426
-49.7173,-39.36996,-83.18581,3827.02,0.76228946
-39.37084,-31.18849,-71.72838,3827.02,1.1483306
-19.89252,-15.77279,139.14578,3827.02,0.51709706
-27.79712,-22.14925,22.67313,3827.02,3.1955733
-12.33598,-9.8355,24.35565,3827.02,4.1465764
-109.17706,-87.34378,103.93581,3827.02,-0.18544054
-121.93267,-97.56515,181.99289,3827.02,-1.1593198
-10.48395,-8.39008,7.67302,3827.02,3.5231786
-137.43993,-110.15476,-65.64212,3827.02,0.11955816
-72.7794,-58.56039,-161.8993,3827.02,0.03176891
-54.59784,-44.01854,-63.49802,3827.02,-2.5496252
-64.05133,-51.64829,-72.84035,3827.02,0.67520696
-82.51375,-66.88669,45.63567,3827.02,1.0750805
-104.85294,-85.14911,-141.07608,3827.02,-0.9036502
-73.37079,-59.62806,-78.20715,3827.02,0.68578804
-76.08405,-62.01718,-82.98346,3827.02,0.19489798
-25.24476,-20.62674,-7.11166,3827.02,3.5834336
-101.31618,-82.93159,-174.13358,3827.02,-0.20093657
-219.6706,-180.0162,-295.4735,3827.02,-2.6730509
-69.21769,-56.79277,3.56074,3827.02,1.688321
-8.17302,-6.72414,-26.10518,3827.02,3.7811418
-47.77287,-39.34155,-72.27057,3827.02,-0.8419864
-195.78023,-161.69202,242.1582,3827.02,-1.9857757
-82.43139,-68.09232,35.35677,3827.02,0.6420648
-59.51133,-49.16797,106.34123,3827.02,0.23692328
-115.52079,-95.50113,-120.48538,3827.02,-0.37998328
-33.18819,-27.56267,42.25362,3827.02,1.4853016
-19.02254,-15.84667,-26.1665,3827.02,3.2770972
-28.09025,-23.4477,-42.17415,3827.02,2.635478
-0.50359,-0.42128,-1.1767,3827.02,5.7023706
-0.50362,-0.42139,-1.17665,3827.02,4.3423705
-74.91402,-63.06376,39.51578,3827.02,1.0117499
-130.43848,-109.98169,-257.19583,3827.02,-1.147275
-39.44994,-33.31006,12.42848,3827.02,2.3042517
-71.28901,-60.20445,27.49492,3827.02,-0.45003444
-111.25575,-94.20458,-106.4418,3827.02,-0.6124512
-41.00835,-34.76183,13.13328,3827.02,0.06479076
-133.16187,-113.37567,25.08272,3827.02,-1.3759178
-88.11692,-75.07756,23.8912,3827.02,0.18685181
-216.09479,-184.32465,-170.21098,3827.02,-1.2199653
-103.43496,-88.26691,52.53389,3827.02,0.5816206
-86.54646,-73.87167,-123.69024,3827.02,-3.8274152
-17.54209,-14.97339,-37.80752,3827.02,2.9786196
-56.219,-47.99868,-57.32613,3827.02,-0.8451115
-31.01795,-26.4909,-176.8448,3827.02,0.045757994
-15.57458,-13.30813,37.35949,3827.02,3.0925655
-5.26576,-4.51774,-14.86173,3827.02,2.105581
-14.07744,-12.13626,-1.84124,3827.02,2.5133917
-86.07474,-74.31483,-53.02162,3827.02,0.2072916
-184.39442,-159.47816,121.69847,3827.02,-2.3766696
-128.25076,-110.96614,-332.3665,3827.02,-1.469326
-38.87411,-33.69105,-36.25238,3827.02,0.06561948
-139.85373,-121.2955,157.88478,3827.02,-1.2107909
-44.1301,-38.67591,-95.67159,3827.02,0.84938854
-38.98829,-34.18777,-36.56825,3827.02,0.90778106
-43.05361,-37.75285,29.26968,3827.02,-1.6913481
-224.57668,-197.26552,-436.57645,3827.02,-2.517691
-117.71891,-103.41465,-3.87742,3827.02,0.08410339
-189.07224,-166.14497,162.1376,3827.02,-1.1112677
-49.61734,-43.60586,20.15038,3827.02,0.4038428
-15.74281,-13.84104,-40.92034,3827.02,2.0472963
-160.74129,-141.3565,-267.32632,3827.02,-1.2330858
-107.80493,-94.82812,49.11505,3827.02,0.24442707
-141.30504,-124.47178,2.35757,3827.02,-0.6945274
-245.5649,-217.18678,-90.66595,3827.02,-1.3282634
-20.58154,-18.20948,-13.07399,3827.02,2.7333379
-201.3117,-178.26213,72.7129,3827.02,-1.4445277
-77.2542,-68.4164,-44.12857,3827.02,0.5493885
-29.52171,-26.16041,-15.28042,3827.02,3.2982373
-29.49998,-26.15677,1.30303,3827.02,0.7498898
-52.72237,-46.84359,-76.80732,3827.02,0.64909303
-36.19528,-32.31172,-62.96597,3827.02,0.7184032
-99.55324,-88.92048,-105.38232,3827.02,-0.25311336
-338.39697,-302.58807,-585.3416,3827.02,-3.278331
-396.77768,-354.84628,-207.80327,3827.02,-2.7348099
-126.25873,-113.06293,-81.29081,3827.02,-0.76044184
-100.8474,-90.43365,-128.79869,3827.02,-0.05823109
-67.89641,-60.99827,-44.68932,3827.02,0.1949755
-17.81915,-16.02503,-123.80526,3827.02,-1.673634
-80.17738,-72.13844,-24.58246,3827.02,1.1208421
-88.45857,-79.62009,-59.71756,3827.02,0.13819969
-54.68522,-49.40762,33.3799,3827.02,1.6100924
-81.93577,-74.18694,-82.19137,3827.02,0.1946831
-103.28154,-93.60293,-322.00345,3827.02,-1.8157758
-80.13263,-72.72462,-1.60114,3827.02,0.9783599
-23.96608,-21.79131,25.13561,3827.02,3.086059
-38.90472,-35.3756,-79.95178,3827.02,1.3055815
-24.01511,-21.87339,33.77457,3827.02,2.405972
-230.05396,-209.53976,-140.18506,3827.02,-1.9856619
-51.72125,-47.11149,-17.63666,3827.02,1.0288161
-23.75451,-21.67935,40.24949,3827.02,2.9301276
-69.29191,-63.28202,-243.65025,3827.02,-0.58400613
-34.24818,-31.29738,52.84816,3827.02,1.444498
-58.52522,-53.61585,43.30329,3827.02,1.0187756
-12.0813,-11.0959,7.27309,3827.02,4.590445
-60.90439,-55.95107,-43.9006,3827.02,-0.43714374
-4.15723,-3.82033,42.95811,3827.02,2.446179
-35.90053,-33.0402,37.13041,3827.02,1.5322698
-16.72443,-15.4177,-6.52126,3827.02,3.2796474
-7.78315,-7.17621,37.30151,3827.02,-0.8727433
-16.71175,-15.43191,-6.54048,3827.02,0.8791336
-102.27151,-94.54038,-0.62595,3827.02,0.46062222
-48.62035,-44.95088,-2.65816,3827.02,0.8234462
-4.64161,-4.30526,2.19233,3827.02,5.409717
-50.7185,-47.06579,116.50348,3827.02,-0.1797182
-44.80958,-41.60365,-268.61053,3827.02,-0.7604669
-66.32767,-61.65636,-86.1634,3827.02,-1.1645501
-194.55252,-181.19354,-88.20981,3827.02,-0.9666589
-25.13926,-23.55691,-20.35606,3827.02,3.2888312
-100.00353,-93.7355,-278.67514,3827.02,-1.5507207
-67.82713,-63.72259,-72.1967,3827.02,-0.33546156
-20.6523,-19.4661,-93.94208,3827.02,0.63087094
-34.31654,-32.39185,13.26893,3827.02,2.9581509
-7.9239,-7.48021,3.78451,3827.02,5.689845
-77.6412,-73.89513,-49.16855,3827.02,-0.08802074
-79.2692,-75.47502,-23.06215,3827.02,0.5366876
-148.57014,-141.7685,-134.89705,3827.02,-1.102028
-110.62811,-105.63528,-343.41428,3827.02,-1.7855918
-70.68549,-67.60806,-266.7215,3827.02,-0.88728666
-19.02845,-18.30804,-45.94687,3827.02,1.5588595
-45.30394,-43.65216,-42.20487,3827.02,0.9228697
-58.41388,-56.39838,51.33077,3827.02,1.2072537
-116.76976,-112.9807,41.8577,3827.02,-0.2237687
-28.79908,-27.88075,-52.82698,3827.02,1.2720068
-11.55751,-11.19828,18.92835,3827.02,3.6538293
-102.10243,-99.04308,-91.09973,3827.02,-0.07839146
-92.39358,-89.64094,-142.36693,3827.02,-0.79581136
-66.78705,-64.83216,-76.4995,3827.02,0.95539045
-103.34265,-100.3553,-275.12906,3827.02,-1.0707207
-83.88813,-81.5302,-227.43341,3827.02,-1.9591162
-115.97967,-112.75424,-32.64418,3827.02,-0.60763687
-90.74046,-88.44187,50.05477,3827.02,0.8284803
-19.91857,-19.43505,-2.115,3827.02,2.241234
-130.04382,-126.89855,53.43615,3827.02,-0.66683036
-106.82493,-104.27217,-83.28438,3827.02,0.11577933
-3.93085,-3.84453,-2.15603,3827.02,6.863541
-64.61222,-63.24735,-0.26439,3827.02,0.7287756
-35.53543,-34.79441,111.34936,3827.02,-0.80093074
-21.60319,-21.20828,-127.69403,3827.02,-0.22022514
-11.49625,-11.31182,-18.46358,3827.02,4.3927684
-83.3564,-82.29574,-109.74402,3827.02,-3.3475597
-61.17631,-60.43858,-71.92186,3827.02,0.9218243
-67.59421,-66.80532,-49.80493,3827.02,0.49707955
-24.68964,-24.45018,-3.03328,3827.02,3.3671384
-67.5498,-66.901,-18.72801,3827.02,0.9483985
-87.03097,-86.39657,-110.82318,3827.02,-2.9612231
-107.48093,-106.76328,-117.85528,3827.02,0.034188617
-157.05534,-156.21503,17.69738,3827.02,-0.8239374
-285.65018,-284.2908,-377.92023,3827.02,-2.611607
-27.65382,-27.56135,31.91685,3827.02,2.1266136
-29.65583,-29.6376,-156.83003,3827.02,0.14790356
-42.20533,-42.27499,-262.09583,3827.02,-1.2272853
-69.93907,-70.33411,107.40454,3827.02,0.52528054
-204.67416,-206.2364,117.66268,3827.02,-1.1910466
-64.95612,-65.51009,-13.81867,3827.02,0.060973927
-65.69369,-66.39563,-73.1273,3827.02,0.50913787
-121.48416,-122.90258,-8.3154,3827.02,-0.6703608
-34.9833,-35.42936,86.95429,3827.02,0.9056527
-219.90027,-223.41162,-0.76738,3827.02,-1.7710466
-9.85814,-10.01816,-118.3579,3827.02,0.2688098
-35.81288,-36.42646,43.46045,3827.02,-0.6426118
-69.72234,-70.93038,-67.99684,3827.02,0.8053905
-61.5763,-62.71867,-46.85299,3827.02,0.8386686
-69.99896,-71.29897,46.60957,3827.02,-0.41196355
-123.54989,-125.88243,-23.4571,3827.02,0.12868159
-39.23702,-40.24319,2.05238,3827.02,0.6396588
-63.04747,-64.71335,-57.87623,3827.02,0.29707956
-48.09252,-49.41207,48.65102,3827.02,0.88859177
-5.97474,-6.17594,9.42837,3827.02,4.3013034
-40.32434,-41.7433,129.86838,3827.02,0.45477661
-56.21493,-58.24839,-38.23379,3827.02,-1.5097342
-47.39105,-49.26707,34.75278,3827.02,0.09638796
-102.88165,-107.20439,-128.53229,3827.02,-0.17641109
-44.627,-46.52958,-527.9932,3827.02,-2.9792109
-24.84211,-25.9053,-73.6913,3827.02,0.59179914
-71.78419,-75.06435,-111.57969,3827.02,-2.0054808
-58.62611,-61.41261,-73.9802,3827.02,-0.12793517
-36.68918,-38.47076,59.35494,3827.02,1.0832186
-18.91654,-19.85824,-16.18809,3827.02,3.9646482
-236.94972,-249.7808,-394.43588,3827.02,-2.114833
-231.97597,-244.94885,-247.49577,3827.02,-1.8380105
-31.81712,-33.60975,65.0188,3827.02,0.72975534
-38.15231,-40.36315,-22.4757,3827.02,2.2422817
-56.42093,-59.74358,-49.21618,3827.02,1.0635026
-16.28304,-17.24693,17.52299,3827.02,4.001639
