X,Y,Z,T,M
-38.82819,327.87842,-25.14808,3827.02,-1.0999653
-11.60593,97.80602,-157.63338,3827.02,-0.5260886
-4.63836,39.00497,-30.57365,3827.02,2.9948997
-3.1815,26.68957,-13.02599,3827.02,3.6739273
-34.55668,289.48593,1.52278,3827.02,-2.1335294
-27.27858,228.25816,-1.10732,3827.02,-1.2575537
-10.66033,88.93395,4.55039,3827.02,0.78637433
-13.51426,111.70875,71.85958,3827.02,0.8024091
-18.80042,153.42249,57.77998,3827.02,0.13236313
-50.32115,410.43204,-34.44791,3827.02,-3.0299149
-12.86591,104.14467,-67.05835,3827.02,-1.0064223
-6.95389,56.1459,160.07587,3827.02,-0.11942352
-18.44245,148.70222,5.00404,3827.02,0.60062915
-9.26193,74.58931,13.66469,3827.02,1.7446983
-7.67948,61.50473,18.0527,3827.02,2.190257
-51.26006,409.09314,242.79144,3827.02,-2.6492686
-15.45199,123.07738,-39.02995,3827.02,0.1896317
-26.59657,211.61707,-135.20296,3827.02,-1.2715241
-7.6134,60.46445,-53.11602,3827.02,1.7818485
-26.37014,208.61015,-25.94107,3827.02,-2.87029
-18.22465,143.44159,53.23536,3827.02,-1.8087765
-33.19367,258.6973,12.05485,3827.02,-0.9140061
-6.71744,51.94207,-80.19817,3827.02,0.29350248
-4.29288,32.80813,-39.76816,3827.02,1.7111592
-14.58351,110.5876,118.30887,3827.02,-0.17562442
-5.26545,39.9276,-88.65195,3827.02,1.3378522
-248.67604,1876.9825,-336.63257,3827.02,-5.4999833
-47.89923,361.43103,-127.06994,3827.02,-1.4935012
-45.61743,339.834,-80.09513,3827.02,-1.5734082
-40.98475,303.41342,-161.21696,3827.02,-1.7755108
-4.02305,29.76912,48.3802,3827.02,2.0826225
-18.16345,133.46983,-116.74787,3827.02,-0.065185696
-225.31322,1646.9998,330.70163,3827.02,-4.97574
-22.50721,164.42671,-310.5489,3827.02,-1.5834084
-27.58293,201.24094,-143.59987,3827.02,-1.1588697
-3.13196,22.78721,-29.25715,3827.02,2.7263384
-14.01989,101.74126,-22.56544,3827.02,0.050902586
-34.76257,252.1354,-164.4587,3827.02,-1.0974303
-31.36964,226.19604,-171.70888,3827.02,-1.0196598
-13.56753,97.70085,28.10446,3827.02,1.325023
-8.77793,62.84655,12.96154,3827.02,1.1632365
-36.54842,261.42557,-37.84172,3827.02,-1.6998436
-79.96134,571.55756,-249.96426,3827.02,-4.653014
-16.02849,114.15037,-189.98814,3827.02,-1.0439374
-14.52687,102.3634,33.16331,3827.02,1.0812981
-22.23063,156.59027,13.43677,3827.02,-0.12329725
-9.31696,65.55551,-51.16978,3827.02,0.6368395
-6.05708,42.57862,-4.42064,3827.02,2.4208782
-35.27765,247.96762,51.74838,3827.02,-0.9591162
-10.04122,70.43573,45.24756,3827.02,1.1904235
-30.94228,215.727,-136.34187,3827.02,-1.320252
-16.9515,117.70303,-23.47381,3827.02,0.88226974
-65.69773,454.4522,59.09051,3827.02,-3.8577313
-16.25957,111.55528,-90.07539,3827.02,0.64366615
-16.54536,112.59384,-147.39969,3827.02,-0.17012857
-15.34729,104.4212,-40.35339,3827.02,1.1247164
-11.11054,75.23391,19.18056,3827.02,1.0975509
-24.04408,162.669,-3.50219,3827.02,-0.9904821
-14.7902,99.48358,-73.69825,3827.02,-0.059128158
-40.65388,267.65317,391.7479,3827.02,-1.9389036
-18.88029,124.14829,-80.66852,3827.02,-0.24962598
-16.62846,108.75597,14.62604,3827.02,1.213624
-49.48143,321.70584,-431.5565,3827.02,-4.3141413
-17.71344,114.89822,-49.26339,3827.02,-0.9663741
-18.50059,119.50305,64.35833,3827.02,-0.4233857
-134.42326,866.725,13.62866,3827.02,-3.9354758
-73.33161,472.42157,84.19805,3827.02,-2.500664
-21.92815,140.81914,-106.53791,3827.02,-0.6613184
-22.51797,144.15256,-59.27083,3827.02,0.33386862
-5.0774,32.14715,-23.72265,3827.02,3.3348837
-12.70285,79.34877,-27.13746,3827.02,1.067569
-69.09238,429.59006,345.42813,3827.02,-3.3236375
-40.48965,251.45844,-23.22906,3827.02,-1.5191162
-2.98477,18.48817,-6.54204,3827.02,2.4625835
-33.90065,209.97946,-88.60207,3827.02,-0.46255136
-36.67022,226.5549,-54.34104,3827.02,-0.9131707
-62.07983,382.715,-343.71338,3827.02,-2.2122135
-16.82445,103.2166,-82.13775,3827.02,0.4110892
-65.5756,400.1103,-305.42392,3827.02,-2.807669
-24.65742,149.53108,69.35591,3827.02,0.33075625
-43.48755,262.57828,51.02879,3827.02,-0.7748682
-8.83282,53.29705,82.73848,3827.02,0.8959026
-23.79268,143.4384,6.86769,3827.02,0.35478368
-13.57313,81.81189,-19.12278,3827.02,1.4601893
-4.15361,25.02621,46.6879,3827.02,2.3130982
-5.04957,30.40998,9.07235,3827.02,-0.6048021
-15.50885,93.27422,-88.78018,3827.02,-2.3947282
-16.83156,101.14422,-64.91998,3827.02,-0.17036395
-22.23456,133.25987,-44.51719,3827.02,-1.3452234
-1.64436,9.84728,34.13171,3827.02,3.5050766
-1.70494,10.18644,-19.04867,3827.02,4.4708586
-37.636,222.86586,-10.04186,3827.02,-0.6328887
-31.24171,184.80118,-81.80653,3827.02,-0.073455706
-18.83975,111.43567,62.60611,3827.02,0.2037048
-22.6516,133.25055,-40.99709,3827.02,0.2601663
-14.94172,87.81127,-99.69402,3827.02,-0.580492
-174.70772,1026.4923,29.33082,3827.02,-3.8586438
-12.5967,73.96728,61.61268,3827.02,0.76418614
-30.07431,175.85062,149.18239,3827.02,-1.4926578
-20.22305,117.42052,48.21429,3827.02,0.544898
-79.89178,461.58014,-118.06246,3827.02,-3.6001482
-16.70122,96.36273,89.58206,3827.02,-0.81314325
-5.48625,31.49609,14.63712,3827.02,3.699648
-32.88055,188.63005,102.93955,3827.02,-0.66621083
-29.65138,169.87859,-75.68326,3827.02,-0.32452738
-10.97461,62.70224,-37.45107,3827.02,1.3580934
-14.92487,85.08726,19.91654,3827.02,1.2515455
-25.36026,143.95576,141.22672,3827.02,-0.19017449
-3.43931,19.48123,-122.32645,3827.02,0.14436768
-6.49119,36.36723,173.73576,3827.02,-0.49745804
-11.2006,62.66219,193.02689,3827.02,-0.6601745
-7.38338,40.87204,-126.14026,3827.02,0.8839749
-54.92216,303.89255,53.87341,3827.02,-2.8210466
-63.23635,348.91254,3.06564,3827.02,-1.9587544
-44.28071,243.44228,-210.21214,3827.02,-1.3972464
-137.40753,754.47754,149.11208,3827.02,-3.27395
-68.46103,375.3361,204.54507,3827.02,-1.7319402
-41.49688,227.40764,68.02464,3827.02,-0.6297595
-11.50837,62.65876,46.1703,3827.02,2.0007277
-20.81706,112.48473,-18.46117,3827.02,-0.10994602
-13.12672,70.3573,-56.72432,3827.02,1.4770706
-7.48904,40.01214,12.94861,3827.02,2.047007
-8.38484,44.40954,-18.67277,3827.02,2.8134665
-12.49882,65.70261,65.77997,3827.02,0.17878602
-47.39444,248.98067,13.43285,3827.02,-0.84251887
-21.91449,114.80161,88.54369,3827.02,0.37892187
-24.55437,128.14359,-106.38648,3827.02,0.16893223
-7.07846,36.74741,-123.31246,3827.02,0.8093086
-47.77938,246.19266,117.64315,3827.02,-4.152464
-15.71041,80.84524,19.35948,3827.02,-0.14691262
-8.63085,44.20488,60.41736,3827.02,1.8943546
-43.14082,220.86649,164.15791,3827.02,-0.8545278
-25.01149,128.0362,-184.21951,3827.02,-0.29798138
-132.13959,672.3644,-412.87436,3827.02,-4.28545
-29.68017,150.04103,84.67949,3827.02,-0.79301983
-4.59533,23.17316,-12.2156,3827.02,4.305939
-12.59298,63.41347,-181.90251,3827.02,-0.3283512
-0.49439,2.4768,-0.75836,3827.02,1.4543989
-3.35639,16.76262,3.91411,3827.02,2.130136
-4.05867,20.22685,-12.78764,3827.02,3.994486
-27.22318,135.6545,-60.05257,3827.02,0.14756764
-82.14657,408.13824,-249.64793,3827.02,-2.810664
-51.19985,252.2448,-334.34305,3827.02,-2.3162582
-67.86432,334.2855,76.831,3827.02,-1.2481698
-23.53062,115.68249,-31.18189,3827.02,-0.13358049
-70.34166,344.18274,-272.252,3827.02,-2.0490875
-7.14406,34.93014,60.38654,3827.02,0.63059765
-0.64783,3.16716,17.5556,3827.02,4.1817155
-68.29341,331.66855,51.1349,3827.02,-1.7530857
-32.67828,158.3179,-28.81662,3827.02,-0.41691354
-14.85857,71.91536,-103.69603,3827.02,0.92987365
-2.42272,11.71458,11.38258,3827.02,4.1509295
-7.01087,33.83572,53.55487,3827.02,1.3181148
-38.70212,186.674,-49.0412,3827.02,-1.1906815
-35.30439,170.1859,-216.68146,3827.02,-1.8284875
-0.41345,1.98881,-39.08619,3827.02,3.4969544
-38.97448,187.27512,-73.48752,3827.02,-0.48790088
-21.28078,101.61762,-151.28842,3827.02,-0.7180175
-30.16942,144.00246,20.77525,3827.02,-1.0899247
-16.4292,78.37427,-62.40545,3827.02,0.23718116
-25.79992,122.98529,41.30001,3827.02,0.74260896
-81.82823,388.13165,-62.8147,3827.02,-2.9390032
-17.68802,83.82751,97.82753,3827.02,-0.3503683
-23.69959,111.83143,4.81558,3827.02,-0.81244284
-2.97877,13.95645,-26.77402,3827.02,0.829936
-5.53342,25.9193,38.85898,3827.02,2.1778164
-8.38532,39.18232,-0.92248,3827.02,2.7353528
-38.1105,175.66566,-48.65136,3827.02,-0.96012855
-128.73035,592.1365,10.59912,3827.02,-2.7525802
-36.50279,167.15909,-6.78835,3827.02,-0.41793576
-17.04701,77.391,50.6935,3827.02,0.8526663
-35.22817,159.78357,-73.10906,3827.02,0.043170996
-39.4456,178.89403,140.63226,3827.02,-0.3275605
-58.84947,266.38358,79.2727,3827.02,-1.3972867
-44.05694,199.38216,-130.127,3827.02,-3.4202497
-21.6958,98.15676,-136.46214,3827.02,-1.73574
-3.742,16.91042,-18.32476,3827.02,3.1317635
-7.68429,34.70777,-43.29933,3827.02,-0.8018089
-3.56228,16.06283,-28.78626,3827.02,3.5071566
-99.2219,444.23117,-139.89653,3827.02,-2.6189036
-40.86943,182.87996,-115.76258,3827.02,-0.9747207
-97.83242,437.453,106.8995,3827.02,-2.6377013
-72.79058,324.21057,-160.47667,3827.02,-1.5151535
-21.97016,97.67778,-14.14375,3827.02,1.2859814
-18.30496,81.28167,74.44609,3827.02,-0.25088483
-6.57594,29.16179,-0.28197,3827.02,3.4019806
-50.47876,223.66208,-156.80452,3827.02,-2.2284875
-22.37298,98.97173,245.8402,3827.02,-1.9840608
-12.43306,54.44972,-161.86829,3827.02,-0.75793576
-31.63578,138.28789,-159.1799,3827.02,-0.22413579
-33.62765,146.97096,60.18498,3827.02,-0.77209646
-20.38121,88.88884,4.84649,3827.02,1.5670706
-9.94781,43.34102,-32.58158,3827.02,2.2331865
-32.41112,140.38748,62.95234,3827.02,-0.3027144
-32.98201,141.78433,-13.54574,3827.02,0.47528052
-16.76498,71.53776,-123.951,3827.02,0.6167973
-21.36351,91.10952,-90.29285,3827.02,0.8996317
-11.41402,48.67446,33.67292,3827.02,-0.30076808
-14.14372,60.27276,9.12049,3827.02,1.7678839
-51.98868,220.76602,-115.3509,3827.02,-0.69803727
-29.0291,123.22545,102.03964,3827.02,0.04437558
-39.85599,169.06721,125.22225,3827.02,-0.6234156
-15.76851,66.85618,116.37486,3827.02,-0.3138414
-17.94064,76.0035,77.65753,3827.02,1.0304292
-11.85196,50.11506,40.87268,3827.02,2.2306461
-22.01325,92.91605,-32.9403,3827.02,0.628176
-30.6549,129.26585,-45.57037,3827.02,0.39239997
-28.93332,121.98437,24.36227,3827.02,0.7688088
-107.55187,451.90588,-171.13643,3827.02,-3.653243
-5.2476,22.04311,-12.32273,3827.02,3.992479
-25.65389,107.4674,286.1595,3827.02,-2.323912
-30.69006,128.01968,-60.10256,3827.02,0.42739025
-46.20795,192.65057,157.61623,3827.02,-0.5570145
-7.95707,33.11909,-41.48513,3827.02,2.5910642
-129.37553,537.5179,-248.28596,3827.02,-5.02258
-40.1437,166.75116,-17.57977,3827.02,0.20713997
-17.70519,73.47712,-16.11827,3827.02,-0.3603286
-34.93953,144.39253,-2.92242,3827.02,-0.41992468
-72.75199,300.46402,-281.94943,3827.02,-1.7880105
-6.42509,26.43538,6.36986,3827.02,2.4988084
-332.82556,1367.8804,-43.17134,3827.02,-4.5437083
-91.63135,374.59384,-18.88505,3827.02,-1.9035012
-41.36418,168.8958,-64.68486,3827.02,-0.5420562
-45.86178,186.56015,184.94084,3827.02,-0.9698437
-19.52769,79.4224,84.18239,3827.02,0.96219796
-3.73028,15.15515,7.40284,3827.02,4.5530176
-24.39439,98.61531,14.86403,3827.02,1.2227948
-6.59563,26.6401,-10.06312,3827.02,2.3307655
-146.97836,591.89417,-258.13925,3827.02,-3.8151152
-89.26793,358.61423,-229.04797,3827.02,-1.8313608
-65.50036,262.1677,-67.59264,3827.02,-2.2245278
-218.71593,874.9914,-276.6764,3827.02,-5.5134706
-52.22993,208.45,-244.79083,3827.02,-2.624308
-41.32081,164.4118,29.7594,3827.02,-0.27911934
-42.72967,169.6929,182.95023,3827.02,-1.1670145
-4.89254,19.41539,-107.19739,3827.02,0.2618467
-39.51979,156.29045,-114.31747,3827.02,-0.20924741
-17.27582,68.10406,74.57367,3827.02,0.8272491
-68.251,268.73108,-39.85175,3827.02,-0.9266589
-24.18712,95.22144,65.4745,3827.02,0.5494171
-27.2125,106.72247,173.30267,3827.02,-0.5323552
-6.7664,26.50862,44.51085,3827.02,0.75970966
-8.69933,34.07075,-25.08878,3827.02,3.0527549
-59.93823,234.68338,185.15329,3827.02,-0.9406308
-485.2415,1895.85,412.66663,3827.02,-5.24515
-8.70977,33.94315,-16.06682,3827.02,2.5198498
-12.11988,47.18782,48.87972,3827.02,0.70534194
-69.04057,268.35754,-144.47794,3827.02,-1.25425
-99.65909,384.48157,-203.81476,3827.02,-1.8887599
-48.66296,186.75844,-130.72458,3827.02,-1.7677135
-72.98176,279.19034,-137.11134,3827.02,-1.9322783
-13.9855,53.49348,-83.20386,3827.02,1.4621704
-29.24151,111.80822,-63.98725,3827.02,-4.104521
-18.32603,70.04284,9.68904,3827.02,1.9320172
-12.24818,46.80086,-70.99507,3827.02,1.589765
-23.00871,87.86693,-93.29635,3827.02,0.6568061
-51.36133,196.0272,-121.75152,3827.02,-0.45829818
-10.80039,41.17456,20.83597,3827.02,2.8214123
-72.12789,274.20172,17.84991,3827.02,-1.3072867
-37.08769,140.74927,113.93435,3827.02,-0.31401366
-98.4248,371.62766,49.36382,3827.02,-1.6019014
-84.84123,319.61105,160.67078,3827.02,-1.4271555
-102.697,385.5962,-158.01353,3827.02,-1.9032204
-8.61935,32.25626,-82.29487,3827.02,0.43769196
-3.3495,12.48653,55.89681,3827.02,0.75648695
-89.19814,332.0915,-126.23345,3827.02,-1.4991868
-446.00385,1656.8798,494.57602,3827.02,-5.52906
-7.26775,26.98149,-2.62534,3827.02,4.049079
-86.76388,321.5835,-49.22588,3827.02,-1.6862178
-232.62543,858.3402,-144.0832,3827.02,-3.283385
-15.68519,57.82203,-32.51515,3827.02,2.1121507
-28.05438,103.20569,-70.69717,3827.02,0.850473
-31.00729,114.01093,-148.02068,3827.02,-1.2468303
-7.2865,26.68699,-45.93191,3827.02,2.3633943
-75.18762,275.31558,-134.39317,3827.02,-1.8547037
-12.17919,44.4004,132.2723,3827.02,-0.041508943
-87.70773,317.77527,-174.80116,3827.02,-4.369326
-34.67722,125.29288,-3.05413,3827.02,0.6296317
-55.57641,200.6064,-20.85841,3827.02,-1.3828605
-24.39851,87.59521,-85.99957,3827.02,0.9527339
-51.16682,183.59448,52.26881,3827.02,-0.6992474
-124.5216,445.88806,208.20757,3827.02,-3.327669
-106.31195,380.604,126.53733,3827.02,-2.1299148
-151.9032,542.63983,168.78448,3827.02,-2.9877553
-92.57993,328.74136,-25.31547,3827.02,-2.6830857
-195.58086,693.19305,-318.17087,3827.02,-6.4609814
-20.62331,72.81841,-126.84851,3827.02,-0.34705666
-21.38474,75.44791,12.61468,3827.02,1.4601287
-4.55366,16.01072,9.35606,3827.02,4.525413
-61.30113,215.07625,43.27651,3827.02,-1.6476774
-32.60959,114.17763,-33.22797,3827.02,-1.3448957
-104.04349,363.68082,84.51374,3827.02,-1.9319015
-10.50743,36.70767,-44.83864,3827.02,1.0696884
-3.24093,11.31056,-11.20788,3827.02,4.5057874
-105.92612,369.66614,-68.66214,3827.02,-1.5188001
-19.71893,68.71512,-65.13499,3827.02,0.2726027
-109.92545,382.80396,-37.11486,3827.02,-2.3803
-92.64907,322.5271,125.93418,3827.02,-3.761979
-13.14573,45.61517,-72.4055,3827.02,0.45290992
-26.14321,90.00892,-37.92901,3827.02,1.0659815
-79.86392,273.33554,313.77625,3827.02,-1.76544
-43.29702,147.8889,-186.00714,3827.02,-0.4449983
-38.04312,129.87396,56.43682,3827.02,0.16892187
-12.8998,43.87631,-31.7592,3827.02,2.4215317
-48.09091,163.26735,27.52364,3827.02,-0.40286005
-18.19436,61.7557,84.69082,3827.02,1.0356393
-302.61295,1024.4373,-201.06738,3827.02,-3.6810608
-24.29318,82.19644,245.19092,3827.02,-0.5826964
-62.17627,209.87598,-129.74004,3827.02,-0.6880373
-15.31617,51.68981,92.6357,3827.02,1.2494082
-45.09254,152.13805,-125.69103,3827.02,-0.44136524
-21.98554,73.9921,52.99938,3827.02,0.69285625
-15.80541,53.15508,-143.2505,3827.02,0.5379049
-424.00735,1417.7964,-325.20038,3827.02,-4.4222803
-244.61028,816.88904,-170.29893,3827.02,-4.286511
-77.62014,258.41525,-125.59363,3827.02,-1.2783036
-62.51913,207.37416,18.60896,3827.02,-0.58621085
-56.38997,187.01411,-169.16081,3827.02,-1.2614452
-30.81785,102.03875,-136.27525,3827.02,-0.2303608
-65.1354,215.49622,-385.50903,3827.02,-1.78876
-50.14458,165.63354,116.77001,3827.02,-0.65832245
-240.94878,795.84546,-367.45062,3827.02,-4.0430365
-43.02537,142.0259,79.49364,3827.02,0.33893222
-50.37706,165.22774,22.65321,3827.02,-0.46544054
-62.79152,204.67474,143.49644,3827.02,-0.7458414
-26.4622,86.06033,25.70021,3827.02,0.61285627
-144.70267,470.42596,-244.24669,3827.02,-6.869643
-49.92003,161.75484,129.63782,3827.02,-0.45413578
-4.44905,14.39354,-42.53727,3827.02,2.4078488
-4.28495,13.85377,-40.9486,3827.02,0.5905266
-52.49498,169.44968,-147.04433,3827.02,-1.9825513
-523.39795,1676.8931,-320.71774,3827.02,-5.02906
-152.22037,484.8673,-239.47723,3827.02,-3.0579
-12.9535,41.01266,16.72393,3827.02,3.1092947
-14.21666,44.98273,-15.95492,3827.02,2.7438185
-19.47119,61.54115,-4.78273,3827.02,0.8546424
-52.84785,166.7942,-91.04879,3827.02,-1.0149602
-19.14771,60.00528,-72.28543,3827.02,0.21142155
-24.40955,76.09546,46.596,3827.02,-0.42087153
-32.7042,101.5804,54.03829,3827.02,0.36103138
-24.53933,76.20954,-0.42187,3827.02,0.92281216
-33.8962,104.85881,90.26471,3827.02,-0.85831445
-43.10779,133.27834,-53.44268,3827.02,-0.03937083
-99.2192,306.3625,98.30915,3827.02,-1.1362177
-73.60206,227.00739,23.62907,3827.02,-0.8293197
-35.45316,109.3338,-0.98856,3827.02,-1.1524037
-25.58504,78.70408,-163.76285,3827.02,-0.28801748
-12.63647,38.85146,-24.37506,3827.02,2.7131636
-71.16031,218.60294,22.0324,3827.02,-0.6675605
-61.374,188.32024,-96.35917,3827.02,-0.80472076
-31.40007,96.2625,-86.47561,3827.02,-0.32180032
-69.16834,211.52548,-164.94336,3827.02,-1.272464
-30.37292,92.87146,43.76741,3827.02,0.70173436
-4.51701,13.78675,-15.42747,3827.02,2.8606298
-12.26488,37.29399,20.19809,3827.02,3.235341
-62.40007,188.90176,-39.57679,3827.02,-0.7657654
-12.31967,37.23878,-39.47444,3827.02,1.1427404
-64.86443,195.64182,59.7221,3827.02,-1.5880704
-46.50731,140.23528,185.26848,3827.02,-1.4134377
-69.49512,209.51987,-92.22242,3827.02,-0.9041186
-13.63356,41.02153,-42.68873,3827.02,0.50214916
-445.0417,1337.698,-729.40265,3827.02,-4.8832974
-140.84354,422.12134,-188.02753,3827.02,-2.0801482
-121.63994,363.77725,-224.501,3827.02,-1.9190874
-12.01154,35.91613,115.2988,3827.02,0.93963605
-59.64606,177.79607,-12.79058,3827.02,-0.57044184
-137.81183,410.3665,-214.44092,3827.02,-4.0001483
-225.60332,671.7363,-124.27798,3827.02,-3.384926
-73.15364,217.57755,12.47766,3827.02,-1.4475538
-234.39674,695.7835,-133.6427,3827.02,-3.344476
-31.71953,94.05691,21.30855,3827.02,0.6771811
-23.14639,68.5448,-81.12088,3827.02,-0.43106085
-30.00687,88.7802,43.47123,3827.02,0.7693768
-28.57613,84.46449,-95.11888,3827.02,0.14397682
-81.10033,239.56265,-127.60679,3827.02,-3.2511265
-23.8936,70.53674,-38.00837,3827.02,0.9686559
-40.75636,120.14617,-111.9556,3827.02,-0.1920626
-52.48368,153.89783,-0.45773,3827.02,0.3643756
-54.98559,161.17017,-101.05741,3827.02,-1.1235431
-23.42949,68.67193,-94.55878,3827.02,0.5788098
-59.44728,173.49065,25.70153,3827.02,-0.5580312
-39.27283,114.51023,-22.61946,3827.02,0.49778014
-83.02213,241.83887,-112.45584,3827.02,-0.8905849
-3.719,10.82605,12.37917,3827.02,4.4056396
-9.73866,28.31644,51.1167,3827.02,1.3368622
-95.21891,276.72046,154.9305,3827.02,-1.8499653
-26.68044,77.21956,-22.78869,3827.02,0.817569
-47.49476,137.43228,-154.706,3827.02,-0.99489546
-53.57278,154.42355,-129.17467,3827.02,-0.7837938
-40.26418,115.97585,-64.95012,3827.02,-1.0533376
-579.43616,1668.2734,-761.1453,3827.02,-6.5899835
-23.80839,68.52275,-31.25771,3827.02,1.5321685
-77.68326,223.00203,-175.32996,3827.02,-2.3126054
-24.99406,71.74242,-187.6323,3827.02,-2.5613654
-41.7022,119.4945,-75.7368,3827.02,0.45614848
-26.79717,76.67504,40.83272,3827.02,1.5869634
-88.40054,252.63466,-202.40704,3827.02,-4.9189186
-170.78325,485.45233,-60.27176,3827.02,-2.2822134
-38.09407,108.23126,147.55469,3827.02,-0.4282311
-41.63075,118.03472,100.907,3827.02,0.44895193
-83.9616,237.75874,-127.35579,3827.02,-0.8049837
-20.7297,58.50879,53.73738,3827.02,1.2982365
-53.75256,151.64903,96.50629,3827.02,-0.17636396
-45.78743,129.17262,-132.28424,3827.02,-0.53920346
-9.26169,26.12036,8.23048,3827.02,1.2747529
-69.74819,196.12837,-155.35074,3827.02,-2.4226964
-19.90615,55.80049,69.28042,3827.02,0.20103315
-37.471,105.00071,-90.95952,3827.02,-0.55007595
-69.12467,193.49246,-153.39056,3827.02,-1.934677
-280.84927,785.7532,-381.3077,3827.02,-4.9328675
-299.29724,836.9618,-413.62408,3827.02,-5.586999
-125.16727,349.31613,-185.70065,3827.02,-2.7999148
-63.47338,176.23592,-125.05372,3827.02,-0.45308515
-54.07643,149.84833,7.62621,3827.02,-0.113662295
-14.35578,39.72888,-12.42872,3827.02,2.4810858
-20.0786,55.32056,7.37531,3827.02,2.044288
-110.93801,304.32864,87.66058,3827.02,-1.1789187
-5.7281,15.71155,6.7506,3827.02,2.2195077
-7.30416,19.971,-27.52522,3827.02,2.7931893
-32.04133,87.26563,-119.35448,3827.02,-0.5189927
-170.26665,462.05365,-250.51285,3827.02,-2.7116072
-57.19957,155.10558,-42.32455,3827.02,-0.57051194
-62.88958,170.35094,167.30742,3827.02,-0.6327249
-69.09992,187.12161,-96.82285,3827.02,-0.85911727
-8.43765,22.78174,24.48834,3827.02,3.0512412
-43.09486,115.34173,45.89843,3827.02,-0.50307673
-20.19516,53.98224,43.05563,3827.02,0.835074
-574.49603,1535.3756,5.0679,3827.02,-5.0833507
-44.58941,118.90621,102.82134,3827.02,0.3337571
-52.60946,140.28944,-51.63895,3827.02,-1.0598532
-12.38294,32.99392,60.79891,3827.02,2.1260245
-63.58667,169.37184,-9.41534,3827.02,-0.060304612
-97.49855,259.3107,-29.03343,3827.02,-1.3945278
-24.26655,64.49893,0.84311,3827.02,2.238337
-28.94789,76.53999,118.09768,3827.02,0.013046198
-131.90608,348.10645,-231.92578,3827.02,-2.8103259
-31.35953,82.26331,37.27096,3827.02,1.2676585
-15.24434,39.98595,20.00087,3827.02,1.6686043
-53.03736,139.10432,-78.60536,3827.02,-0.76106775
-106.95982,280.35083,-188.9741,3827.02,-2.3387544
-62.05756,161.72379,-125.10544,3827.02,-0.32877073
-306.71555,798.03156,-479.83325,3827.02,-7.506999
-60.76775,158.0144,145.47626,3827.02,-1.5136099
-66.23397,171.90105,-77.86583,3827.02,-0.30514997
-518.0799,1341.5753,399.29495,3827.02,-4.399626
-20.51945,53.06885,29.79324,3827.02,1.731443
-8.89035,22.97463,-73.50089,3827.02,2.0429485
-100.50862,259.56384,-80.8739,3827.02,-2.1309044
-51.95842,134.0763,-89.18581,3827.02,-0.7920626
-61.20465,157.81667,-128.90788,3827.02,-0.4995107
-186.93025,481.6353,-178.0169,3827.02,-2.4477446
-78.72466,202.56754,277.04178,3827.02,-1.9334083
-34.51618,88.79283,19.67578,3827.02,0.4299656
-12.27728,31.51374,-8.27713,3827.02,3.0809221
-327.51755,838.60144,-363.4223,3827.02,-3.895814
-14.11083,36.11502,252.13812,3827.02,-0.7335697
-326.1832,834.2364,-421.8414,3827.02,-4.188393
-9.87994,25.19884,-140.47775,3827.02,-0.23761413
-109.1815,278.4256,48.8462,3827.02,-2.4174304
-94.15568,239.89816,-159.40808,3827.02,-1.0874304
-12.47983,31.79254,18.00618,3827.02,0.84649885
-211.65636,538.33057,-58.5008,3827.02,-2.8423579
-39.91115,100.85002,-134.0257,3827.02,-1.09286
-35.0519,88.45942,17.82088,3827.02,1.4505016
-140.501,353.57104,74.01579,3827.02,-1.5519015
-91.25852,229.59119,-167.5305,3827.02,-1.4747759
-18.40704,46.30523,57.75193,3827.02,0.19801345
-43.20947,108.38946,43.06482,3827.02,0.46628025
-148.19576,371.49588,-170.48386,3827.02,-2.5413609
-30.37006,75.99481,-26.37773,3827.02,0.9278986
-19.16974,47.95739,7.5247,3827.02,-0.6980225
-40.94734,102.07752,250.92725,3827.02,-0.71853566
-93.00689,231.02502,-104.9913,3827.02,-1.1789914
-11.83428,29.38685,12.44441,3827.02,2.540259
-113.45545,281.30304,-62.02487,3827.02,-1.6639874
-67.58138,167.29897,-100.6586,3827.02,-1.0257732
-68.09961,168.48466,-91.95212,3827.02,-0.28459254
-40.08612,99.17353,13.02433,3827.02,0.05773988
-45.21037,111.66972,18.92074,3827.02,-1.1009307
-32.92358,80.81296,45.52825,3827.02,1.3944685
-86.02116,210.82095,61.47892,3827.02,-0.6331707
-57.34579,140.42934,-94.22744,3827.02,-0.30905986
-33.96763,83.17632,-188.4465,3827.02,-0.21832243
-31.70793,77.64166,93.7472,3827.02,0.20183565
-27.01032,66.1227,74.78234,3827.02,1.3471323
-113.43319,276.98477,-183.10422,3827.02,-1.9457757
-50.4001,123.04841,-106.95707,3827.02,-0.75051194
-5.96086,14.55032,9.74324,3827.02,2.8243802
-15.57165,37.95286,-38.66078,3827.02,-0.5052319
-189.8476,462.257,-16.62387,3827.02,-2.89485
-16.75866,40.7903,23.56476,3827.02,1.57515
-12.52739,30.48194,-8.8293,3827.02,3.3850791
-106.24397,258.508,-50.92612,3827.02,-1.5172867
-10.48881,25.50244,-3.65554,3827.02,3.6384945
-64.17674,155.32655,35.74305,3827.02,-1.625385
-39.65754,95.96314,55.01523,3827.02,-0.3403522
-348.18567,842.08136,-387.249,3827.02,-5.128393
-4.92487,11.89983,15.17133,3827.02,3.8556802
-23.52077,56.78715,-80.54285,3827.02,0.84158576
